,date,condominium for sale,State,DMA,Full
1810,2018-11-01,1,PA,Philadelphia ,Philadelphia PA
1811,2018-12-01,2,PA,Philadelphia ,Philadelphia PA
1812,2019-01-01,0,PA,Philadelphia ,Philadelphia PA
1813,2019-02-01,4,PA,Philadelphia ,Philadelphia PA
1814,2019-03-01,3,PA,Philadelphia ,Philadelphia PA
1815,2019-04-01,0,PA,Philadelphia ,Philadelphia PA
1816,2019-05-01,4,PA,Philadelphia ,Philadelphia PA
1817,2019-06-01,0,PA,Philadelphia ,Philadelphia PA
1818,2019-07-01,2,PA,Philadelphia ,Philadelphia PA
1819,2019-08-01,3,PA,Philadelphia ,Philadelphia PA
1820,2019-09-01,4,PA,Philadelphia ,Philadelphia PA
1821,2019-10-01,0,PA,Philadelphia ,Philadelphia PA
1822,2019-11-01,2,PA,Philadelphia ,Philadelphia PA
1823,2019-12-01,2,PA,Philadelphia ,Philadelphia PA
1824,2020-01-01,0,PA,Philadelphia ,Philadelphia PA
1825,2020-02-01,2,PA,Philadelphia ,Philadelphia PA
1826,2020-03-01,2,PA,Philadelphia ,Philadelphia PA
1827,2020-04-01,4,PA,Philadelphia ,Philadelphia PA
1828,2020-05-01,3,PA,Philadelphia ,Philadelphia PA
1829,2020-06-01,3,PA,Philadelphia ,Philadelphia PA
1830,2020-07-01,3,PA,Philadelphia ,Philadelphia PA
1831,2020-08-01,4,PA,Philadelphia ,Philadelphia PA
1832,2020-09-01,2,PA,Philadelphia ,Philadelphia PA
1833,2020-10-01,4,PA,Philadelphia ,Philadelphia PA
1834,2020-11-01,0,PA,Philadelphia ,Philadelphia PA
1835,2020-12-01,1,PA,Philadelphia ,Philadelphia PA
1836,2004-01-01,0,TX,San Antonio ,San Antonio TX
1837,2004-02-01,0,TX,San Antonio ,San Antonio TX
1838,2004-03-01,0,TX,San Antonio ,San Antonio TX
1839,2004-04-01,0,TX,San Antonio ,San Antonio TX
1840,2004-05-01,100,TX,San Antonio ,San Antonio TX
1841,2004-06-01,20,TX,San Antonio ,San Antonio TX
1842,2004-07-01,0,TX,San Antonio ,San Antonio TX
1843,2004-08-01,0,TX,San Antonio ,San Antonio TX
1844,2004-09-01,0,TX,San Antonio ,San Antonio TX
1845,2004-10-01,25,TX,San Antonio ,San Antonio TX
1846,2004-11-01,0,TX,San Antonio ,San Antonio TX
1847,2004-12-01,56,TX,San Antonio ,San Antonio TX
1848,2005-01-01,19,TX,San Antonio ,San Antonio TX
1849,2005-02-01,21,TX,San Antonio ,San Antonio TX
1850,2005-03-01,0,TX,San Antonio ,San Antonio TX
1851,2005-04-01,0,TX,San Antonio ,San Antonio TX
1852,2005-05-01,0,TX,San Antonio ,San Antonio TX
1853,2005-06-01,11,TX,San Antonio ,San Antonio TX
1854,2005-07-01,0,TX,San Antonio ,San Antonio TX
1855,2005-08-01,0,TX,San Antonio ,San Antonio TX
1856,2005-09-01,0,TX,San Antonio ,San Antonio TX
1857,2005-10-01,0,TX,San Antonio ,San Antonio TX
1858,2005-11-01,0,TX,San Antonio ,San Antonio TX
1859,2005-12-01,0,TX,San Antonio ,San Antonio TX
1860,2006-01-01,0,TX,San Antonio ,San Antonio TX
1861,2006-02-01,0,TX,San Antonio ,San Antonio TX
1862,2006-03-01,0,TX,San Antonio ,San Antonio TX
1863,2006-04-01,0,TX,San Antonio ,San Antonio TX
1864,2006-05-01,0,TX,San Antonio ,San Antonio TX
1865,2006-06-01,0,TX,San Antonio ,San Antonio TX
1866,2006-07-01,0,TX,San Antonio ,San Antonio TX
1867,2006-08-01,0,TX,San Antonio ,San Antonio TX
1868,2006-09-01,0,TX,San Antonio ,San Antonio TX
1869,2006-10-01,0,TX,San Antonio ,San Antonio TX
1870,2006-11-01,0,TX,San Antonio ,San Antonio TX
1871,2006-12-01,0,TX,San Antonio ,San Antonio TX
1872,2007-01-01,0,TX,San Antonio ,San Antonio TX
1873,2007-02-01,0,TX,San Antonio ,San Antonio TX
1874,2007-03-01,0,TX,San Antonio ,San Antonio TX
1875,2007-04-01,0,TX,San Antonio ,San Antonio TX
1876,2007-05-01,5,TX,San Antonio ,San Antonio TX
1877,2007-06-01,0,TX,San Antonio ,San Antonio TX
1878,2007-07-01,0,TX,San Antonio ,San Antonio TX
1879,2007-08-01,4,TX,San Antonio ,San Antonio TX
1880,2007-09-01,0,TX,San Antonio ,San Antonio TX
1881,2007-10-01,0,TX,San Antonio ,San Antonio TX
1882,2007-11-01,13,TX,San Antonio ,San Antonio TX
1883,2007-12-01,0,TX,San Antonio ,San Antonio TX
1884,2008-01-01,0,TX,San Antonio ,San Antonio TX
1885,2008-02-01,0,TX,San Antonio ,San Antonio TX
1886,2008-03-01,0,TX,San Antonio ,San Antonio TX
1887,2008-04-01,0,TX,San Antonio ,San Antonio TX
1888,2008-05-01,0,TX,San Antonio ,San Antonio TX
1889,2008-06-01,0,TX,San Antonio ,San Antonio TX
1890,2008-07-01,0,TX,San Antonio ,San Antonio TX
1891,2008-08-01,0,TX,San Antonio ,San Antonio TX
1892,2008-09-01,0,TX,San Antonio ,San Antonio TX
1893,2008-10-01,0,TX,San Antonio ,San Antonio TX
1894,2008-11-01,0,TX,San Antonio ,San Antonio TX
1895,2008-12-01,0,TX,San Antonio ,San Antonio TX
1896,2009-01-01,0,TX,San Antonio ,San Antonio TX
1897,2009-02-01,0,TX,San Antonio ,San Antonio TX
1898,2009-03-01,0,TX,San Antonio ,San Antonio TX
1899,2009-04-01,7,TX,San Antonio ,San Antonio TX
1900,2009-05-01,0,TX,San Antonio ,San Antonio TX
1901,2009-06-01,3,TX,San Antonio ,San Antonio TX
1902,2009-07-01,0,TX,San Antonio ,San Antonio TX
1903,2009-08-01,0,TX,San Antonio ,San Antonio TX
1904,2009-09-01,0,TX,San Antonio ,San Antonio TX
1905,2009-10-01,3,TX,San Antonio ,San Antonio TX
1906,2009-11-01,0,TX,San Antonio ,San Antonio TX
1907,2009-12-01,0,TX,San Antonio ,San Antonio TX
1908,2010-01-01,0,TX,San Antonio ,San Antonio TX
1909,2010-02-01,0,TX,San Antonio ,San Antonio TX
1910,2010-03-01,0,TX,San Antonio ,San Antonio TX
1911,2010-04-01,3,TX,San Antonio ,San Antonio TX
1912,2010-05-01,0,TX,San Antonio ,San Antonio TX
1913,2010-06-01,0,TX,San Antonio ,San Antonio TX
1914,2010-07-01,0,TX,San Antonio ,San Antonio TX
1915,2010-08-01,0,TX,San Antonio ,San Antonio TX
1916,2010-09-01,3,TX,San Antonio ,San Antonio TX
1917,2010-10-01,0,TX,San Antonio ,San Antonio TX
1918,2010-11-01,0,TX,San Antonio ,San Antonio TX
1919,2010-12-01,0,TX,San Antonio ,San Antonio TX
1920,2011-01-01,0,TX,San Antonio ,San Antonio TX
1921,2011-02-01,0,TX,San Antonio ,San Antonio TX
1922,2011-03-01,1,TX,San Antonio ,San Antonio TX
1923,2011-04-01,0,TX,San Antonio ,San Antonio TX
1924,2011-05-01,0,TX,San Antonio ,San Antonio TX
1925,2011-06-01,0,TX,San Antonio ,San Antonio TX
1926,2011-07-01,0,TX,San Antonio ,San Antonio TX
1927,2011-08-01,0,TX,San Antonio ,San Antonio TX
1928,2011-09-01,0,TX,San Antonio ,San Antonio TX
1929,2011-10-01,0,TX,San Antonio ,San Antonio TX
1930,2011-11-01,0,TX,San Antonio ,San Antonio TX
1931,2011-12-01,2,TX,San Antonio ,San Antonio TX
1932,2012-01-01,0,TX,San Antonio ,San Antonio TX
1933,2012-02-01,1,TX,San Antonio ,San Antonio TX
1934,2012-03-01,1,TX,San Antonio ,San Antonio TX
1935,2012-04-01,0,TX,San Antonio ,San Antonio TX
1936,2012-05-01,0,TX,San Antonio ,San Antonio TX
1937,2012-06-01,0,TX,San Antonio ,San Antonio TX
1938,2012-07-01,0,TX,San Antonio ,San Antonio TX
1939,2012-08-01,1,TX,San Antonio ,San Antonio TX
1940,2012-09-01,1,TX,San Antonio ,San Antonio TX
1941,2012-10-01,0,TX,San Antonio ,San Antonio TX
1942,2012-11-01,0,TX,San Antonio ,San Antonio TX
1943,2012-12-01,0,TX,San Antonio ,San Antonio TX
1944,2013-01-01,2,TX,San Antonio ,San Antonio TX
1945,2013-02-01,1,TX,San Antonio ,San Antonio TX
1946,2013-03-01,0,TX,San Antonio ,San Antonio TX
1947,2013-04-01,0,TX,San Antonio ,San Antonio TX
1948,2013-05-01,0,TX,San Antonio ,San Antonio TX
1949,2013-06-01,0,TX,San Antonio ,San Antonio TX
1950,2013-07-01,1,TX,San Antonio ,San Antonio TX
1951,2013-08-01,0,TX,San Antonio ,San Antonio TX
1952,2013-09-01,0,TX,San Antonio ,San Antonio TX
1953,2013-10-01,0,TX,San Antonio ,San Antonio TX
1954,2013-11-01,1,TX,San Antonio ,San Antonio TX
1955,2013-12-01,0,TX,San Antonio ,San Antonio TX
1956,2014-01-01,0,TX,San Antonio ,San Antonio TX
1957,2014-02-01,2,TX,San Antonio ,San Antonio TX
1958,2014-03-01,1,TX,San Antonio ,San Antonio TX
1959,2014-04-01,0,TX,San Antonio ,San Antonio TX
1960,2014-05-01,0,TX,San Antonio ,San Antonio TX
1961,2014-06-01,0,TX,San Antonio ,San Antonio TX
1962,2014-07-01,0,TX,San Antonio ,San Antonio TX
1963,2014-08-01,0,TX,San Antonio ,San Antonio TX
1964,2014-09-01,0,TX,San Antonio ,San Antonio TX
1965,2014-10-01,0,TX,San Antonio ,San Antonio TX
1966,2014-11-01,0,TX,San Antonio ,San Antonio TX
1967,2014-12-01,0,TX,San Antonio ,San Antonio TX
1968,2015-01-01,0,TX,San Antonio ,San Antonio TX
1969,2015-02-01,0,TX,San Antonio ,San Antonio TX
1970,2015-03-01,0,TX,San Antonio ,San Antonio TX
1971,2015-04-01,0,TX,San Antonio ,San Antonio TX
1972,2015-05-01,0,TX,San Antonio ,San Antonio TX
1973,2015-06-01,0,TX,San Antonio ,San Antonio TX
1974,2015-07-01,0,TX,San Antonio ,San Antonio TX
1975,2015-08-01,0,TX,San Antonio ,San Antonio TX
1976,2015-09-01,0,TX,San Antonio ,San Antonio TX
1977,2015-10-01,0,TX,San Antonio ,San Antonio TX
1978,2015-11-01,3,TX,San Antonio ,San Antonio TX
1979,2015-12-01,5,TX,San Antonio ,San Antonio TX
1980,2016-01-01,0,TX,San Antonio ,San Antonio TX
1981,2016-02-01,0,TX,San Antonio ,San Antonio TX
1982,2016-03-01,0,TX,San Antonio ,San Antonio TX
1983,2016-04-01,1,TX,San Antonio ,San Antonio TX
1984,2016-05-01,0,TX,San Antonio ,San Antonio TX
1985,2016-06-01,0,TX,San Antonio ,San Antonio TX
1986,2016-07-01,0,TX,San Antonio ,San Antonio TX
1987,2016-08-01,1,TX,San Antonio ,San Antonio TX
1988,2016-09-01,0,TX,San Antonio ,San Antonio TX
1989,2016-10-01,0,TX,San Antonio ,San Antonio TX
1990,2016-11-01,1,TX,San Antonio ,San Antonio TX
1991,2016-12-01,0,TX,San Antonio ,San Antonio TX
1992,2017-01-01,0,TX,San Antonio ,San Antonio TX
1993,2017-02-01,1,TX,San Antonio ,San Antonio TX
1994,2017-03-01,0,TX,San Antonio ,San Antonio TX
1995,2017-04-01,0,TX,San Antonio ,San Antonio TX
1996,2017-05-01,1,TX,San Antonio ,San Antonio TX
1997,2017-06-01,0,TX,San Antonio ,San Antonio TX
1998,2017-07-01,0,TX,San Antonio ,San Antonio TX
1999,2017-08-01,0,TX,San Antonio ,San Antonio TX
2000,2017-09-01,0,TX,San Antonio ,San Antonio TX
2001,2017-10-01,1,TX,San Antonio ,San Antonio TX
2002,2017-11-01,0,TX,San Antonio ,San Antonio TX
2003,2017-12-01,1,TX,San Antonio ,San Antonio TX
2004,2018-01-01,0,TX,San Antonio ,San Antonio TX
2005,2018-02-01,0,TX,San Antonio ,San Antonio TX
2006,2018-03-01,0,TX,San Antonio ,San Antonio TX
2007,2018-04-01,0,TX,San Antonio ,San Antonio TX
2008,2018-05-01,0,TX,San Antonio ,San Antonio TX
2009,2018-06-01,0,TX,San Antonio ,San Antonio TX
2010,2018-07-01,0,TX,San Antonio ,San Antonio TX
2011,2018-08-01,0,TX,San Antonio ,San Antonio TX
2012,2018-09-01,0,TX,San Antonio ,San Antonio TX
2013,2018-10-01,0,TX,San Antonio ,San Antonio TX
2014,2018-11-01,1,TX,San Antonio ,San Antonio TX
2015,2018-12-01,0,TX,San Antonio ,San Antonio TX
2016,2019-01-01,0,TX,San Antonio ,San Antonio TX
2017,2019-02-01,1,TX,San Antonio ,San Antonio TX
2018,2019-03-01,0,TX,San Antonio ,San Antonio TX
2019,2019-04-01,1,TX,San Antonio ,San Antonio TX
2020,2019-05-01,0,TX,San Antonio ,San Antonio TX
2021,2019-06-01,0,TX,San Antonio ,San Antonio TX
2022,2019-07-01,0,TX,San Antonio ,San Antonio TX
2023,2019-08-01,0,TX,San Antonio ,San Antonio TX
2024,2019-09-01,0,TX,San Antonio ,San Antonio TX
2025,2019-10-01,0,TX,San Antonio ,San Antonio TX
2026,2019-11-01,0,TX,San Antonio ,San Antonio TX
2027,2019-12-01,0,TX,San Antonio ,San Antonio TX
2028,2020-01-01,1,TX,San Antonio ,San Antonio TX
2029,2020-02-01,1,TX,San Antonio ,San Antonio TX
2030,2020-03-01,0,TX,San Antonio ,San Antonio TX
2031,2020-04-01,0,TX,San Antonio ,San Antonio TX
2032,2020-05-01,0,TX,San Antonio ,San Antonio TX
2033,2020-06-01,0,TX,San Antonio ,San Antonio TX
2034,2020-07-01,0,TX,San Antonio ,San Antonio TX
2035,2020-08-01,0,TX,San Antonio ,San Antonio TX
2036,2020-09-01,1,TX,San Antonio ,San Antonio TX
2037,2020-10-01,0,TX,San Antonio ,San Antonio TX
2038,2020-11-01,1,TX,San Antonio ,San Antonio TX
2039,2020-12-01,1,TX,San Antonio ,San Antonio TX
2040,2004-01-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2041,2004-02-01,100,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2042,2004-03-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2043,2004-04-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2044,2004-05-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2045,2004-06-01,50,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2046,2004-07-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2047,2004-08-01,42,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2048,2004-09-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2049,2004-10-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2050,2004-11-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2051,2004-12-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2052,2005-01-01,60,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2053,2005-02-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2054,2005-03-01,69,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2055,2005-04-01,62,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2056,2005-05-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2057,2005-06-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2058,2005-07-01,52,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2059,2005-08-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2060,2005-09-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2061,2005-10-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2062,2005-11-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2063,2005-12-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2064,2006-01-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2065,2006-02-01,31,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2066,2006-03-01,37,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2067,2006-04-01,23,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2068,2006-05-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2069,2006-06-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2070,2006-07-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2071,2006-08-01,23,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2072,2006-09-01,65,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2073,2006-10-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2074,2006-11-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2075,2006-12-01,18,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2076,2007-01-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2077,2007-02-01,65,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2078,2007-03-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2079,2007-04-01,15,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2080,2007-05-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2081,2007-06-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2082,2007-07-01,31,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2083,2007-08-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2084,2007-09-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2085,2007-10-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2086,2007-11-01,18,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2087,2007-12-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2088,2008-01-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2089,2008-02-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2090,2008-03-01,21,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2091,2008-04-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2092,2008-05-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2093,2008-06-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2094,2008-07-01,18,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2095,2008-08-01,39,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2096,2008-09-01,22,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2097,2008-10-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2098,2008-11-01,37,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2099,2008-12-01,19,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2100,2009-01-01,17,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2101,2009-02-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2102,2009-03-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2103,2009-04-01,16,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2104,2009-05-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2105,2009-06-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2106,2009-07-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2107,2009-08-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2108,2009-09-01,25,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2109,2009-10-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2110,2009-11-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2111,2009-12-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2112,2010-01-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2113,2010-02-01,9,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2114,2010-03-01,12,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2115,2010-04-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2116,2010-05-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2117,2010-06-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2118,2010-07-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2119,2010-08-01,13,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2120,2010-09-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2121,2010-10-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2122,2010-11-01,9,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2123,2010-12-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2124,2011-01-01,18,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2125,2011-02-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2126,2011-03-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2127,2011-04-01,6,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2128,2011-05-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2129,2011-06-01,15,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2130,2011-07-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2131,2011-08-01,5,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2132,2011-09-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2133,2011-10-01,11,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2134,2011-11-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2135,2011-12-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2136,2012-01-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2137,2012-02-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2138,2012-03-01,9,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2139,2012-04-01,7,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2140,2012-05-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2141,2012-06-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2142,2012-07-01,6,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2143,2012-08-01,11,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2144,2012-09-01,11,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2145,2012-10-01,9,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2146,2012-11-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2147,2012-12-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2148,2013-01-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2149,2013-02-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2150,2013-03-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2151,2013-04-01,4,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2152,2013-05-01,8,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2153,2013-06-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2154,2013-07-01,13,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2155,2013-08-01,14,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2156,2013-09-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2157,2013-10-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2158,2013-11-01,8,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2159,2013-12-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2160,2014-01-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2161,2014-02-01,4,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2162,2014-03-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2163,2014-04-01,13,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2164,2014-05-01,11,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2165,2014-06-01,9,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2166,2014-07-01,7,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2167,2014-08-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2168,2014-09-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2169,2014-10-01,13,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2170,2014-11-01,8,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2171,2014-12-01,4,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2172,2015-01-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2173,2015-02-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2174,2015-03-01,12,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2175,2015-04-01,7,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2176,2015-05-01,12,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2177,2015-06-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2178,2015-07-01,13,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2179,2015-08-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2180,2015-09-01,14,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2181,2015-10-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2182,2015-11-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2183,2015-12-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2184,2016-01-01,9,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2185,2016-02-01,6,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2186,2016-03-01,5,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2187,2016-04-01,8,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2188,2016-05-01,11,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2189,2016-06-01,7,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2190,2016-07-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2191,2016-08-01,7,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2192,2016-09-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2193,2016-10-01,9,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2194,2016-11-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2195,2016-12-01,3,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2196,2017-01-01,8,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2197,2017-02-01,6,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2198,2017-03-01,7,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2199,2017-04-01,13,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2200,2017-05-01,8,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2201,2017-06-01,8,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2202,2017-07-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2203,2017-08-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2204,2017-09-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2205,2017-10-01,13,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2206,2017-11-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2207,2017-12-01,9,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2208,2018-01-01,4,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2209,2018-02-01,6,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2210,2018-03-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2211,2018-04-01,12,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2212,2018-05-01,13,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2213,2018-06-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2214,2018-07-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
