,date,apartment for rent,State,DMA,Full
5387,2010-12-01,30,MO,St. Louis ,St. Louis MO
5388,2011-01-01,38,MO,St. Louis ,St. Louis MO
5389,2011-02-01,47,MO,St. Louis ,St. Louis MO
5390,2011-03-01,48,MO,St. Louis ,St. Louis MO
5391,2011-04-01,57,MO,St. Louis ,St. Louis MO
5392,2011-05-01,57,MO,St. Louis ,St. Louis MO
5393,2011-06-01,38,MO,St. Louis ,St. Louis MO
5394,2011-07-01,37,MO,St. Louis ,St. Louis MO
5395,2011-08-01,30,MO,St. Louis ,St. Louis MO
5396,2011-09-01,46,MO,St. Louis ,St. Louis MO
5397,2011-10-01,23,MO,St. Louis ,St. Louis MO
5398,2011-11-01,28,MO,St. Louis ,St. Louis MO
5399,2011-12-01,17,MO,St. Louis ,St. Louis MO
5400,2012-01-01,25,MO,St. Louis ,St. Louis MO
5401,2012-02-01,21,MO,St. Louis ,St. Louis MO
5402,2012-03-01,31,MO,St. Louis ,St. Louis MO
5403,2012-04-01,36,MO,St. Louis ,St. Louis MO
5404,2012-05-01,40,MO,St. Louis ,St. Louis MO
5405,2012-06-01,32,MO,St. Louis ,St. Louis MO
5406,2012-07-01,52,MO,St. Louis ,St. Louis MO
5407,2012-08-01,27,MO,St. Louis ,St. Louis MO
5408,2012-09-01,28,MO,St. Louis ,St. Louis MO
5409,2012-10-01,40,MO,St. Louis ,St. Louis MO
5410,2012-11-01,24,MO,St. Louis ,St. Louis MO
5411,2012-12-01,33,MO,St. Louis ,St. Louis MO
5412,2013-01-01,42,MO,St. Louis ,St. Louis MO
5413,2013-02-01,38,MO,St. Louis ,St. Louis MO
5414,2013-03-01,43,MO,St. Louis ,St. Louis MO
5415,2013-04-01,43,MO,St. Louis ,St. Louis MO
5416,2013-05-01,48,MO,St. Louis ,St. Louis MO
5417,2013-06-01,27,MO,St. Louis ,St. Louis MO
5418,2013-07-01,48,MO,St. Louis ,St. Louis MO
5419,2013-08-01,42,MO,St. Louis ,St. Louis MO
5420,2013-09-01,19,MO,St. Louis ,St. Louis MO
5421,2013-10-01,28,MO,St. Louis ,St. Louis MO
5422,2013-11-01,29,MO,St. Louis ,St. Louis MO
5423,2013-12-01,24,MO,St. Louis ,St. Louis MO
5424,2014-01-01,32,MO,St. Louis ,St. Louis MO
5425,2014-02-01,35,MO,St. Louis ,St. Louis MO
5426,2014-03-01,44,MO,St. Louis ,St. Louis MO
5427,2014-04-01,45,MO,St. Louis ,St. Louis MO
5428,2014-05-01,47,MO,St. Louis ,St. Louis MO
5429,2014-06-01,41,MO,St. Louis ,St. Louis MO
5430,2014-07-01,55,MO,St. Louis ,St. Louis MO
5431,2014-08-01,54,MO,St. Louis ,St. Louis MO
5432,2014-09-01,48,MO,St. Louis ,St. Louis MO
5433,2014-10-01,38,MO,St. Louis ,St. Louis MO
5434,2014-11-01,46,MO,St. Louis ,St. Louis MO
5435,2014-12-01,34,MO,St. Louis ,St. Louis MO
5436,2015-01-01,39,MO,St. Louis ,St. Louis MO
5437,2015-02-01,50,MO,St. Louis ,St. Louis MO
5438,2015-03-01,41,MO,St. Louis ,St. Louis MO
5439,2015-04-01,36,MO,St. Louis ,St. Louis MO
5440,2015-05-01,36,MO,St. Louis ,St. Louis MO
5441,2015-06-01,24,MO,St. Louis ,St. Louis MO
5442,2015-07-01,48,MO,St. Louis ,St. Louis MO
5443,2015-08-01,46,MO,St. Louis ,St. Louis MO
5444,2015-09-01,31,MO,St. Louis ,St. Louis MO
5445,2015-10-01,35,MO,St. Louis ,St. Louis MO
5446,2015-11-01,38,MO,St. Louis ,St. Louis MO
5447,2015-12-01,39,MO,St. Louis ,St. Louis MO
5448,2016-01-01,29,MO,St. Louis ,St. Louis MO
5449,2016-02-01,49,MO,St. Louis ,St. Louis MO
5450,2016-03-01,44,MO,St. Louis ,St. Louis MO
5451,2016-04-01,44,MO,St. Louis ,St. Louis MO
5452,2016-05-01,52,MO,St. Louis ,St. Louis MO
5453,2016-06-01,45,MO,St. Louis ,St. Louis MO
5454,2016-07-01,37,MO,St. Louis ,St. Louis MO
5455,2016-08-01,40,MO,St. Louis ,St. Louis MO
5456,2016-09-01,21,MO,St. Louis ,St. Louis MO
5457,2016-10-01,44,MO,St. Louis ,St. Louis MO
5458,2016-11-01,39,MO,St. Louis ,St. Louis MO
5459,2016-12-01,28,MO,St. Louis ,St. Louis MO
5460,2017-01-01,51,MO,St. Louis ,St. Louis MO
5461,2017-02-01,29,MO,St. Louis ,St. Louis MO
5462,2017-03-01,44,MO,St. Louis ,St. Louis MO
5463,2017-04-01,32,MO,St. Louis ,St. Louis MO
5464,2017-05-01,35,MO,St. Louis ,St. Louis MO
5465,2017-06-01,47,MO,St. Louis ,St. Louis MO
5466,2017-07-01,36,MO,St. Louis ,St. Louis MO
5467,2017-08-01,36,MO,St. Louis ,St. Louis MO
5468,2017-09-01,41,MO,St. Louis ,St. Louis MO
5469,2017-10-01,29,MO,St. Louis ,St. Louis MO
5470,2017-11-01,25,MO,St. Louis ,St. Louis MO
5471,2017-12-01,25,MO,St. Louis ,St. Louis MO
5472,2018-01-01,39,MO,St. Louis ,St. Louis MO
5473,2018-02-01,35,MO,St. Louis ,St. Louis MO
5474,2018-03-01,34,MO,St. Louis ,St. Louis MO
5475,2018-04-01,31,MO,St. Louis ,St. Louis MO
5476,2018-05-01,43,MO,St. Louis ,St. Louis MO
5477,2018-06-01,42,MO,St. Louis ,St. Louis MO
5478,2018-07-01,45,MO,St. Louis ,St. Louis MO
5479,2018-08-01,43,MO,St. Louis ,St. Louis MO
5480,2018-09-01,40,MO,St. Louis ,St. Louis MO
5481,2018-10-01,35,MO,St. Louis ,St. Louis MO
5482,2018-11-01,17,MO,St. Louis ,St. Louis MO
5483,2018-12-01,26,MO,St. Louis ,St. Louis MO
5484,2019-01-01,36,MO,St. Louis ,St. Louis MO
5485,2019-02-01,40,MO,St. Louis ,St. Louis MO
5486,2019-03-01,47,MO,St. Louis ,St. Louis MO
5487,2019-04-01,48,MO,St. Louis ,St. Louis MO
5488,2019-05-01,32,MO,St. Louis ,St. Louis MO
5489,2019-06-01,45,MO,St. Louis ,St. Louis MO
5490,2019-07-01,47,MO,St. Louis ,St. Louis MO
5491,2019-08-01,46,MO,St. Louis ,St. Louis MO
5492,2019-09-01,35,MO,St. Louis ,St. Louis MO
5493,2019-10-01,25,MO,St. Louis ,St. Louis MO
5494,2019-11-01,31,MO,St. Louis ,St. Louis MO
5495,2019-12-01,27,MO,St. Louis ,St. Louis MO
5496,2020-01-01,31,MO,St. Louis ,St. Louis MO
5497,2020-02-01,43,MO,St. Louis ,St. Louis MO
5498,2020-03-01,29,MO,St. Louis ,St. Louis MO
5499,2020-04-01,33,MO,St. Louis ,St. Louis MO
5500,2020-05-01,33,MO,St. Louis ,St. Louis MO
5501,2020-06-01,44,MO,St. Louis ,St. Louis MO
5502,2020-07-01,40,MO,St. Louis ,St. Louis MO
5503,2020-08-01,39,MO,St. Louis ,St. Louis MO
5504,2020-09-01,39,MO,St. Louis ,St. Louis MO
5505,2020-10-01,37,MO,St. Louis ,St. Louis MO
5506,2020-11-01,27,MO,St. Louis ,St. Louis MO
5507,2020-12-01,27,MO,St. Louis ,St. Louis MO
5508,2004-01-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5509,2004-02-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5510,2004-03-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5511,2004-04-01,100,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5512,2004-05-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5513,2004-06-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5514,2004-07-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5515,2004-08-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5516,2004-09-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5517,2004-10-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5518,2004-11-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5519,2004-12-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5520,2005-01-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5521,2005-02-01,38,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5522,2005-03-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5523,2005-04-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5524,2005-05-01,23,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5525,2005-06-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5526,2005-07-01,22,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5527,2005-08-01,25,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5528,2005-09-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5529,2005-10-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5530,2005-11-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5531,2005-12-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5532,2006-01-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5533,2006-02-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5534,2006-03-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5535,2006-04-01,27,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5536,2006-05-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5537,2006-06-01,12,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5538,2006-07-01,46,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5539,2006-08-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5540,2006-09-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5541,2006-10-01,11,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5542,2006-11-01,12,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5543,2006-12-01,17,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5544,2007-01-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5545,2007-02-01,26,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5546,2007-03-01,14,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5547,2007-04-01,11,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5548,2007-05-01,18,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5549,2007-06-01,13,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5550,2007-07-01,9,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5551,2007-08-01,15,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5552,2007-09-01,26,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5553,2007-10-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5554,2007-11-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5555,2007-12-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5556,2008-01-01,7,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5557,2008-02-01,7,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5558,2008-03-01,13,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5559,2008-04-01,13,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5560,2008-05-01,22,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5561,2008-06-01,16,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5562,2008-07-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5563,2008-08-01,15,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5564,2008-09-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5565,2008-10-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5566,2008-11-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5567,2008-12-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5568,2009-01-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5569,2009-02-01,17,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5570,2009-03-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5571,2009-04-01,9,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5572,2009-05-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5573,2009-06-01,18,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5574,2009-07-01,10,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5575,2009-08-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5576,2009-09-01,17,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5577,2009-10-01,10,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5578,2009-11-01,0,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5579,2009-12-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5580,2010-01-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5581,2010-02-01,16,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5582,2010-03-01,21,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5583,2010-04-01,16,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5584,2010-05-01,17,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5585,2010-06-01,25,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5586,2010-07-01,26,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5587,2010-08-01,18,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5588,2010-09-01,16,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5589,2010-10-01,24,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5590,2010-11-01,5,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5591,2010-12-01,9,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5592,2011-01-01,24,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5593,2011-02-01,17,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5594,2011-03-01,16,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5595,2011-04-01,28,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5596,2011-05-01,21,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5597,2011-06-01,22,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5598,2011-07-01,11,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5599,2011-08-01,9,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5600,2011-09-01,16,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5601,2011-10-01,14,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5602,2011-11-01,18,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5603,2011-12-01,11,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5604,2012-01-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5605,2012-02-01,10,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5606,2012-03-01,12,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5607,2012-04-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5608,2012-05-01,15,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5609,2012-06-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5610,2012-07-01,28,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5611,2012-08-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5612,2012-09-01,16,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5613,2012-10-01,16,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5614,2012-11-01,12,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5615,2012-12-01,9,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5616,2013-01-01,12,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5617,2013-02-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5618,2013-03-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5619,2013-04-01,21,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5620,2013-05-01,18,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5621,2013-06-01,15,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5622,2013-07-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5623,2013-08-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5624,2013-09-01,26,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5625,2013-10-01,16,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5626,2013-11-01,11,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5627,2013-12-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5628,2014-01-01,18,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5629,2014-02-01,15,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5630,2014-03-01,25,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5631,2014-04-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5632,2014-05-01,21,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5633,2014-06-01,21,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5634,2014-07-01,30,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5635,2014-08-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5636,2014-09-01,15,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5637,2014-10-01,28,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5638,2014-11-01,17,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5639,2014-12-01,15,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5640,2015-01-01,23,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5641,2015-02-01,16,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5642,2015-03-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5643,2015-04-01,23,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5644,2015-05-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5645,2015-06-01,28,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5646,2015-07-01,27,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5647,2015-08-01,25,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5648,2015-09-01,22,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5649,2015-10-01,15,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5650,2015-11-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5651,2015-12-01,17,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5652,2016-01-01,26,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5653,2016-02-01,15,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5654,2016-03-01,24,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5655,2016-04-01,31,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5656,2016-05-01,27,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5657,2016-06-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5658,2016-07-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5659,2016-08-01,21,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5660,2016-09-01,21,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5661,2016-10-01,18,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5662,2016-11-01,18,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5663,2016-12-01,18,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5664,2017-01-01,25,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5665,2017-02-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5666,2017-03-01,26,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5667,2017-04-01,23,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5668,2017-05-01,25,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5669,2017-06-01,21,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5670,2017-07-01,35,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5671,2017-08-01,25,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5672,2017-09-01,17,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5673,2017-10-01,16,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5674,2017-11-01,15,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5675,2017-12-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5676,2018-01-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5677,2018-02-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5678,2018-03-01,21,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5679,2018-04-01,26,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5680,2018-05-01,23,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5681,2018-06-01,21,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5682,2018-07-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5683,2018-08-01,23,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5684,2018-09-01,22,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5685,2018-10-01,22,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5686,2018-11-01,18,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5687,2018-12-01,17,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5688,2019-01-01,23,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5689,2019-02-01,23,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5690,2019-03-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5691,2019-04-01,22,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5692,2019-05-01,28,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5693,2019-06-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5694,2019-07-01,27,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5695,2019-08-01,22,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5696,2019-09-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5697,2019-10-01,23,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5698,2019-11-01,18,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5699,2019-12-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5700,2020-01-01,27,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5701,2020-02-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5702,2020-03-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5703,2020-04-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5704,2020-05-01,26,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5705,2020-06-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5706,2020-07-01,28,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5707,2020-08-01,29,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5708,2020-09-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5709,2020-10-01,22,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5710,2020-11-01,20,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5711,2020-12-01,19,OH,Cleveland-Akron (Canton) ,Cleveland-Akron (Canton) OH
5712,2004-01-01,0,MO,Springfield ,Springfield MO
5713,2004-02-01,0,MO,Springfield ,Springfield MO
5714,2004-03-01,0,MO,Springfield ,Springfield MO
5715,2004-04-01,100,MO,Springfield ,Springfield MO
5716,2004-05-01,0,MO,Springfield ,Springfield MO
5717,2004-06-01,0,MO,Springfield ,Springfield MO
5718,2004-07-01,0,MO,Springfield ,Springfield MO
5719,2004-08-01,0,MO,Springfield ,Springfield MO
5720,2004-09-01,0,MO,Springfield ,Springfield MO
5721,2004-10-01,0,MO,Springfield ,Springfield MO
5722,2004-11-01,0,MO,Springfield ,Springfield MO
5723,2004-12-01,0,MO,Springfield ,Springfield MO
5724,2005-01-01,0,MO,Springfield ,Springfield MO
5725,2005-02-01,0,MO,Springfield ,Springfield MO
5726,2005-03-01,0,MO,Springfield ,Springfield MO
5727,2005-04-01,0,MO,Springfield ,Springfield MO
5728,2005-05-01,0,MO,Springfield ,Springfield MO
5729,2005-06-01,24,MO,Springfield ,Springfield MO
5730,2005-07-01,0,MO,Springfield ,Springfield MO
