date,housing,State,DMA,Full
2016-07-01,45,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2016-08-01,38,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2016-09-01,34,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2016-10-01,35,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2016-11-01,34,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2016-12-01,26,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-01-01,40,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-02-01,36,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-03-01,35,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-04-01,40,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-05-01,40,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-06-01,36,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-07-01,32,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-08-01,41,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-09-01,29,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-10-01,40,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-11-01,37,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2017-12-01,37,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-01-01,35,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-02-01,34,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-03-01,35,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-04-01,42,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-05-01,37,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-06-01,38,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-07-01,45,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-08-01,35,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-09-01,37,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-10-01,33,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-11-01,31,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2018-12-01,35,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2019-01-01,31,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2019-02-01,41,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2019-03-01,38,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2019-04-01,41,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2019-05-01,38,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2019-06-01,35,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2019-07-01,40,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2019-08-01,35,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2019-09-01,24,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2019-10-01,41,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2019-11-01,33,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
