,date,immigration enforcement,State,DMA,Full
990,2018-07-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
991,2018-08-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
992,2018-09-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
993,2018-10-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
994,2018-11-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
995,2018-12-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
996,2019-01-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
997,2019-02-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
998,2019-03-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
999,2019-04-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1000,2019-05-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1001,2019-06-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1002,2019-07-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1003,2019-08-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1004,2019-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1005,2019-10-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1006,2019-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1007,2019-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1008,2020-01-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1009,2020-02-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1010,2020-03-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1011,2020-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1012,2020-05-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1013,2020-06-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1014,2020-07-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1015,2020-08-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1016,2020-09-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1017,2020-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1018,2020-11-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1019,2020-12-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1020,2004-01-01,49,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1021,2004-02-01,48,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1022,2004-03-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1023,2004-04-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1024,2004-05-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1025,2004-06-01,56,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1026,2004-07-01,33,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1027,2004-08-01,23,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1028,2004-09-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1029,2004-10-01,46,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1030,2004-11-01,40,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1031,2004-12-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1032,2005-01-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1033,2005-02-01,35,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1034,2005-03-01,65,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1035,2005-04-01,28,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1036,2005-05-01,49,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1037,2005-06-01,94,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1038,2005-07-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1039,2005-08-01,33,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1040,2005-09-01,62,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1041,2005-10-01,49,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1042,2005-11-01,33,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1043,2005-12-01,55,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1044,2006-01-01,42,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1045,2006-02-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1046,2006-03-01,59,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1047,2006-04-01,100,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1048,2006-05-01,73,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1049,2006-06-01,24,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1050,2006-07-01,60,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1051,2006-08-01,54,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1052,2006-09-01,29,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1053,2006-10-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1054,2006-11-01,25,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1055,2006-12-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1056,2007-01-01,30,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1057,2007-02-01,17,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1058,2007-03-01,29,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1059,2007-04-01,35,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1060,2007-05-01,31,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1061,2007-06-01,47,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1062,2007-07-01,40,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1063,2007-08-01,38,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1064,2007-09-01,22,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1065,2007-10-01,33,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1066,2007-11-01,32,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1067,2007-12-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1068,2008-01-01,20,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1069,2008-02-01,21,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1070,2008-03-01,35,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1071,2008-04-01,27,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1072,2008-05-01,29,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1073,2008-06-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1074,2008-07-01,24,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1075,2008-08-01,6,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1076,2008-09-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1077,2008-10-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1078,2008-11-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1079,2008-12-01,4,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1080,2009-01-01,4,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1081,2009-02-01,21,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1082,2009-03-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1083,2009-04-01,17,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1084,2009-05-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1085,2009-06-01,8,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1086,2009-07-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1087,2009-08-01,6,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1088,2009-09-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1089,2009-10-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1090,2009-11-01,5,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1091,2009-12-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1092,2010-01-01,6,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1093,2010-02-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1094,2010-03-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1095,2010-04-01,5,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1096,2010-05-01,3,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1097,2010-06-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1098,2010-07-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1099,2010-08-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1100,2010-09-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1101,2010-10-01,6,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1102,2010-11-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1103,2010-12-01,5,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1104,2011-01-01,25,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1105,2011-02-01,54,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1106,2011-03-01,39,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1107,2011-04-01,28,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1108,2011-05-01,38,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1109,2011-06-01,32,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1110,2011-07-01,40,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1111,2011-08-01,40,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1112,2011-09-01,35,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1113,2011-10-01,31,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1114,2011-11-01,31,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1115,2011-12-01,38,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1116,2012-01-01,31,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1117,2012-02-01,23,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1118,2012-03-01,38,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1119,2012-04-01,18,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1120,2012-05-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1121,2012-06-01,33,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1122,2012-07-01,23,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1123,2012-08-01,27,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1124,2012-09-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1125,2012-10-01,22,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1126,2012-11-01,20,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1127,2012-12-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1128,2013-01-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1129,2013-02-01,19,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1130,2013-03-01,5,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1131,2013-04-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1132,2013-05-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1133,2013-06-01,16,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1134,2013-07-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1135,2013-08-01,20,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1136,2013-09-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1137,2013-10-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1138,2013-11-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1139,2013-12-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1140,2014-01-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1141,2014-02-01,19,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1142,2014-03-01,16,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1143,2014-04-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1144,2014-05-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1145,2014-06-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1146,2014-07-01,18,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1147,2014-08-01,16,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1148,2014-09-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1149,2014-10-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1150,2014-11-01,5,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1151,2014-12-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1152,2015-01-01,4,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1153,2015-02-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1154,2015-03-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1155,2015-04-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1156,2015-05-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1157,2015-06-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1158,2015-07-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1159,2015-08-01,21,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1160,2015-09-01,17,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1161,2015-10-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1162,2015-11-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1163,2015-12-01,8,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1164,2016-01-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1165,2016-02-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1166,2016-03-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1167,2016-04-01,8,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1168,2016-05-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1169,2016-06-01,17,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1170,2016-07-01,6,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1171,2016-08-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1172,2016-09-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1173,2016-10-01,4,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1174,2016-11-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1175,2016-12-01,8,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1176,2017-01-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1177,2017-02-01,26,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1178,2017-03-01,19,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1179,2017-04-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1180,2017-05-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1181,2017-06-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1182,2017-07-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1183,2017-08-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1184,2017-09-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1185,2017-10-01,8,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1186,2017-11-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1187,2017-12-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1188,2018-01-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1189,2018-02-01,18,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1190,2018-03-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1191,2018-04-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1192,2018-05-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1193,2018-06-01,18,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1194,2018-07-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1195,2018-08-01,21,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1196,2018-09-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1197,2018-10-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1198,2018-11-01,8,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1199,2018-12-01,6,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1200,2019-01-01,5,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1201,2019-02-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1202,2019-03-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1203,2019-04-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1204,2019-05-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1205,2019-06-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1206,2019-07-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1207,2019-08-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1208,2019-09-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1209,2019-10-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1210,2019-11-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1211,2019-12-01,5,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1212,2020-01-01,5,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1213,2020-02-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1214,2020-03-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1215,2020-04-01,4,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1216,2020-05-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1217,2020-06-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1218,2020-07-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1219,2020-08-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1220,2020-09-01,4,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1221,2020-10-01,8,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1222,2020-11-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1223,2020-12-01,5,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1224,2004-01-01,0,PA,Philadelphia ,Philadelphia PA
1225,2004-02-01,0,PA,Philadelphia ,Philadelphia PA
1226,2004-03-01,0,PA,Philadelphia ,Philadelphia PA
1227,2004-04-01,93,PA,Philadelphia ,Philadelphia PA
1228,2004-05-01,0,PA,Philadelphia ,Philadelphia PA
1229,2004-06-01,86,PA,Philadelphia ,Philadelphia PA
1230,2004-07-01,0,PA,Philadelphia ,Philadelphia PA
1231,2004-08-01,0,PA,Philadelphia ,Philadelphia PA
1232,2004-09-01,0,PA,Philadelphia ,Philadelphia PA
1233,2004-10-01,0,PA,Philadelphia ,Philadelphia PA
1234,2004-11-01,74,PA,Philadelphia ,Philadelphia PA
1235,2004-12-01,0,PA,Philadelphia ,Philadelphia PA
1236,2005-01-01,0,PA,Philadelphia ,Philadelphia PA
1237,2005-02-01,47,PA,Philadelphia ,Philadelphia PA
1238,2005-03-01,0,PA,Philadelphia ,Philadelphia PA
1239,2005-04-01,100,PA,Philadelphia ,Philadelphia PA
1240,2005-05-01,0,PA,Philadelphia ,Philadelphia PA
1241,2005-06-01,0,PA,Philadelphia ,Philadelphia PA
1242,2005-07-01,48,PA,Philadelphia ,Philadelphia PA
1243,2005-08-01,0,PA,Philadelphia ,Philadelphia PA
1244,2005-09-01,41,PA,Philadelphia ,Philadelphia PA
1245,2005-10-01,0,PA,Philadelphia ,Philadelphia PA
1246,2005-11-01,0,PA,Philadelphia ,Philadelphia PA
1247,2005-12-01,40,PA,Philadelphia ,Philadelphia PA
1248,2006-01-01,33,PA,Philadelphia ,Philadelphia PA
1249,2006-02-01,47,PA,Philadelphia ,Philadelphia PA
1250,2006-03-01,0,PA,Philadelphia ,Philadelphia PA
1251,2006-04-01,35,PA,Philadelphia ,Philadelphia PA
1252,2006-05-01,0,PA,Philadelphia ,Philadelphia PA
1253,2006-06-01,0,PA,Philadelphia ,Philadelphia PA
1254,2006-07-01,0,PA,Philadelphia ,Philadelphia PA
1255,2006-08-01,0,PA,Philadelphia ,Philadelphia PA
1256,2006-09-01,23,PA,Philadelphia ,Philadelphia PA
1257,2006-10-01,49,PA,Philadelphia ,Philadelphia PA
1258,2006-11-01,27,PA,Philadelphia ,Philadelphia PA
1259,2006-12-01,47,PA,Philadelphia ,Philadelphia PA
1260,2007-01-01,0,PA,Philadelphia ,Philadelphia PA
1261,2007-02-01,0,PA,Philadelphia ,Philadelphia PA
1262,2007-03-01,24,PA,Philadelphia ,Philadelphia PA
1263,2007-04-01,0,PA,Philadelphia ,Philadelphia PA
1264,2007-05-01,26,PA,Philadelphia ,Philadelphia PA
1265,2007-06-01,38,PA,Philadelphia ,Philadelphia PA
1266,2007-07-01,0,PA,Philadelphia ,Philadelphia PA
1267,2007-08-01,24,PA,Philadelphia ,Philadelphia PA
1268,2007-09-01,18,PA,Philadelphia ,Philadelphia PA
1269,2007-10-01,0,PA,Philadelphia ,Philadelphia PA
1270,2007-11-01,26,PA,Philadelphia ,Philadelphia PA
1271,2007-12-01,0,PA,Philadelphia ,Philadelphia PA
1272,2008-01-01,53,PA,Philadelphia ,Philadelphia PA
1273,2008-02-01,0,PA,Philadelphia ,Philadelphia PA
1274,2008-03-01,0,PA,Philadelphia ,Philadelphia PA
1275,2008-04-01,0,PA,Philadelphia ,Philadelphia PA
1276,2008-05-01,0,PA,Philadelphia ,Philadelphia PA
1277,2008-06-01,0,PA,Philadelphia ,Philadelphia PA
1278,2008-07-01,17,PA,Philadelphia ,Philadelphia PA
1279,2008-08-01,19,PA,Philadelphia ,Philadelphia PA
1280,2008-09-01,0,PA,Philadelphia ,Philadelphia PA
1281,2008-10-01,33,PA,Philadelphia ,Philadelphia PA
1282,2008-11-01,29,PA,Philadelphia ,Philadelphia PA
1283,2008-12-01,0,PA,Philadelphia ,Philadelphia PA
1284,2009-01-01,0,PA,Philadelphia ,Philadelphia PA
1285,2009-02-01,0,PA,Philadelphia ,Philadelphia PA
1286,2009-03-01,0,PA,Philadelphia ,Philadelphia PA
1287,2009-04-01,15,PA,Philadelphia ,Philadelphia PA
1288,2009-05-01,0,PA,Philadelphia ,Philadelphia PA
1289,2009-06-01,0,PA,Philadelphia ,Philadelphia PA
1290,2009-07-01,0,PA,Philadelphia ,Philadelphia PA
1291,2009-08-01,0,PA,Philadelphia ,Philadelphia PA
1292,2009-09-01,13,PA,Philadelphia ,Philadelphia PA
1293,2009-10-01,21,PA,Philadelphia ,Philadelphia PA
1294,2009-11-01,9,PA,Philadelphia ,Philadelphia PA
1295,2009-12-01,11,PA,Philadelphia ,Philadelphia PA
1296,2010-01-01,0,PA,Philadelphia ,Philadelphia PA
1297,2010-02-01,0,PA,Philadelphia ,Philadelphia PA
1298,2010-03-01,18,PA,Philadelphia ,Philadelphia PA
1299,2010-04-01,12,PA,Philadelphia ,Philadelphia PA
1300,2010-05-01,0,PA,Philadelphia ,Philadelphia PA
1301,2010-06-01,0,PA,Philadelphia ,Philadelphia PA
1302,2010-07-01,0,PA,Philadelphia ,Philadelphia PA
1303,2010-08-01,0,PA,Philadelphia ,Philadelphia PA
1304,2010-09-01,18,PA,Philadelphia ,Philadelphia PA
1305,2010-10-01,0,PA,Philadelphia ,Philadelphia PA
1306,2010-11-01,0,PA,Philadelphia ,Philadelphia PA
1307,2010-12-01,11,PA,Philadelphia ,Philadelphia PA
1308,2011-01-01,8,PA,Philadelphia ,Philadelphia PA
1309,2011-02-01,0,PA,Philadelphia ,Philadelphia PA
1310,2011-03-01,0,PA,Philadelphia ,Philadelphia PA
1311,2011-04-01,0,PA,Philadelphia ,Philadelphia PA
1312,2011-05-01,13,PA,Philadelphia ,Philadelphia PA
1313,2011-06-01,8,PA,Philadelphia ,Philadelphia PA
1314,2011-07-01,0,PA,Philadelphia ,Philadelphia PA
1315,2011-08-01,17,PA,Philadelphia ,Philadelphia PA
1316,2011-09-01,0,PA,Philadelphia ,Philadelphia PA
1317,2011-10-01,0,PA,Philadelphia ,Philadelphia PA
1318,2011-11-01,6,PA,Philadelphia ,Philadelphia PA
1319,2011-12-01,6,PA,Philadelphia ,Philadelphia PA
1320,2012-01-01,0,PA,Philadelphia ,Philadelphia PA
1321,2012-02-01,7,PA,Philadelphia ,Philadelphia PA
1322,2012-03-01,0,PA,Philadelphia ,Philadelphia PA
1323,2012-04-01,8,PA,Philadelphia ,Philadelphia PA
1324,2012-05-01,0,PA,Philadelphia ,Philadelphia PA
1325,2012-06-01,7,PA,Philadelphia ,Philadelphia PA
1326,2012-07-01,6,PA,Philadelphia ,Philadelphia PA
1327,2012-08-01,5,PA,Philadelphia ,Philadelphia PA
1328,2012-09-01,10,PA,Philadelphia ,Philadelphia PA
1329,2012-10-01,0,PA,Philadelphia ,Philadelphia PA
1330,2012-11-01,0,PA,Philadelphia ,Philadelphia PA
1331,2012-12-01,5,PA,Philadelphia ,Philadelphia PA
1332,2013-01-01,9,PA,Philadelphia ,Philadelphia PA
